strategy,model_size,forecast_origin,target_quarter,horizon_quarters,variable,mean,actual,error,p05,p16,median,p84,p95
mango_rmse,small,2000-03-31,2000Q1,1,DEFL,466.17601578082,434.80173185711334,31.374283923706685,465.4756765588428,465.7317250329508,466.19125222991056,466.59658069215766,466.8692324116742
mango_rmse,small,2000-03-31,2000Q2,2,DEFL,466.80155651650637,435.4231401429961,31.378416373510277,465.73949827917124,466.16255563986715,466.7987336874562,467.4640519129047,467.8636807102883
mango_rmse,small,2000-03-31,2000Q3,3,DEFL,467.457514290324,436.0074949806811,31.450019309642926,465.98512139441533,466.5866676713785,467.4672177307955,468.3250875355776,468.91615119571736
mango_rmse,small,2000-03-31,2000Q4,4,DEFL,468.15533034516056,436.5490666033782,31.606263741782357,466.26197156994056,467.05991746566315,468.1828680606195,469.2434256923793,470.0497666163741
mango_rmse,small,2000-03-31,2001Q1,5,DEFL,468.8819513387446,437.2026802595548,31.67927107918979,466.57801770189894,467.56438407736675,468.9494966306073,470.1544791244281,471.12022211214577
mango_rmse,small,2000-03-31,2001Q2,6,DEFL,469.6262160566227,437.8056263169986,31.820589739624097,466.9067658222527,468.03709023510464,469.6879582329997,471.1930093517603,472.22225362824554
mango_rmse,small,2000-03-31,2001Q3,7,DEFL,470.3860808600463,438.197663342384,32.188417517662344,467.19917871184896,468.5503324809348,470.44276759017725,472.11346612566587,473.4862328496778
mango_rmse,small,2000-03-31,2001Q4,8,DEFL,471.1657096329695,438.50844547731197,32.657264155657515,467.60760917139356,469.02203163075717,471.2271021838889,473.2198575372791,474.78847350502264
mango_rmse,small,2000-03-31,2000Q1,1,FFR,5.497946652904455,5.676666666666667,-0.17872001376221203,3.7994661039307736,4.485528548327339,5.485315370079544,6.516966421251859,7.28069524871721
mango_rmse,small,2000-03-31,2000Q2,2,FFR,5.6373393297068475,6.273333333333333,-0.635994003626486,3.2597585990525126,4.152720514783811,5.6125212027863896,7.132605072953782,8.133007186875128
mango_rmse,small,2000-03-31,2000Q3,3,FFR,5.7758511955850285,6.52,-0.7441488044149711,2.8972694937995347,3.990375493242247,5.748506640469268,7.502551342378981,8.750598514785528
mango_rmse,small,2000-03-31,2000Q4,4,FFR,5.914477256112487,6.473333333333334,-0.5588560772208462,2.5578946603203465,3.9445166250973682,5.889257100691044,7.888950502592273,9.345761876204163
mango_rmse,small,2000-03-31,2001Q1,5,FFR,6.042913416866891,5.593333333333334,0.44958008353355705,2.471870858509044,3.7506085788960273,5.946496879419605,8.249295725867146,9.844885349231173
mango_rmse,small,2000-03-31,2001Q2,6,FFR,6.139777152628269,4.326666666666667,1.8131104859616016,2.123069528430557,3.8282707156293982,6.089959168381503,8.59177125117137,10.27520326049011
mango_rmse,small,2000-03-31,2001Q3,7,FFR,6.215021532845891,3.4966666666666666,2.7183548661792245,1.9192966424403302,3.6199799397280388,6.1894904769358465,8.735288140296387,10.701795686057581
mango_rmse,small,2000-03-31,2001Q4,8,FFR,6.296703448587316,2.1333333333333333,4.163370115253983,1.7804754006326489,3.437775342705044,6.3195050279000045,9.0895237024993,10.932572994738926
mango_rmse,small,2000-03-31,2000Q1,1,GDP,911.9059847396376,946.771157645587,-34.86517290594941,910.5525870524231,911.1107142543292,911.8772420882538,912.7248493830397,913.2744659802445
mango_rmse,small,2000-03-31,2000Q2,2,GDP,912.887257676832,948.5753664798251,-35.688108802993156,910.9716221420567,911.6914957242132,912.9137583487247,914.0973302861233,914.8170390706206
mango_rmse,small,2000-03-31,2000Q3,3,GDP,913.8376769354271,948.6750908667843,-34.83741393135722,911.5016854169315,912.4143123249454,913.8450347568464,915.2450114684278,916.1758710413493
mango_rmse,small,2000-03-31,2000Q4,4,GDP,914.7666652701278,949.2676932603196,-34.5010279901918,911.9558619808521,913.1275446268601,914.7400325709859,916.4141688032237,917.5745703410771
mango_rmse,small,2000-03-31,2001Q1,5,GDP,915.6493782900035,948.9429455219695,-33.293567231965994,912.4322154264113,913.7229155349237,915.6682523974885,917.5741019207545,918.8890616172813
mango_rmse,small,2000-03-31,2001Q2,6,GDP,916.5267973256985,949.5624120747524,-33.035614749053934,912.8884825285621,914.3949409794042,916.5227014538583,918.6632257258956,919.9975503450479
mango_rmse,small,2000-03-31,2001Q3,7,GDP,917.4180264408973,949.1612595166631,-31.74323307576583,913.4300130715025,915.0035957905844,917.4408793229034,919.8267795314116,921.3250770061079
mango_rmse,small,2000-03-31,2001Q4,8,GDP,918.255103420693,949.4381900682963,-31.183086647603318,913.9366355698331,915.7007159095646,918.2752543745179,920.8190628803884,922.445543878743
mango_rmse,small,2000-06-30,2000Q2,1,DEFL,467.0611086303098,435.4231401429961,31.637968487313685,466.4599706648828,466.6867057985193,467.0624709846514,467.42861698641434,467.66218935840817
mango_rmse,small,2000-06-30,2000Q3,2,DEFL,467.8739385620511,436.0074949806811,31.866443581369992,466.8850657952322,467.2993287008639,467.8753611444927,468.4546434193872,468.82694636004453
mango_rmse,small,2000-06-30,2000Q4,3,DEFL,468.75236271725026,436.5490666033782,32.20329611387206,467.3912748025762,467.95123768430926,468.7805270128164,469.531791626055,470.0528310876065
mango_rmse,small,2000-06-30,2001Q1,4,DEFL,469.68971619553344,437.2026802595548,32.48703593597861,467.9355987450366,468.63322294110174,469.7176878436394,470.72612905822103,471.37766906795196
mango_rmse,small,2000-06-30,2001Q2,5,DEFL,470.67754707177374,437.8056263169986,32.87192075477515,468.4860664771752,469.38063025966323,470.6982965857036,471.9372396988963,472.68709962759885
mango_rmse,small,2000-06-30,2001Q3,6,DEFL,471.70424054636686,438.197663342384,33.506577203982886,469.11789842065264,470.14363898113015,471.72753458901593,473.2211407234939,474.2172736587213
mango_rmse,small,2000-06-30,2001Q4,7,DEFL,472.762649149859,438.50844547731197,34.25420367254702,469.7145083374652,470.92606743270863,472.7713898582323,474.5556421877933,475.7138919033896
mango_rmse,small,2000-06-30,2002Q1,8,DEFL,473.8623822705816,438.83068726310324,35.03169500747833,470.4644323827543,471.81751530955796,473.85986916301556,475.89410657543726,477.23889421672123
mango_rmse,small,2000-06-30,2000Q2,1,FFR,5.990230521990743,6.273333333333333,-0.28310281134259085,4.4199169709476065,5.034252364959442,5.9629012696290085,6.957787044868451,7.602408138712409
mango_rmse,small,2000-06-30,2000Q3,2,FFR,6.2456419716080935,6.52,-0.27435802839190604,4.054881170543997,4.869356067673254,6.2130764376547924,7.643334745056315,8.566439589737376
mango_rmse,small,2000-06-30,2000Q4,3,FFR,6.484032407942625,6.473333333333334,0.010699074609290982,3.7426705716619284,4.821371648330861,6.460932832009288,8.15374728823947,9.394786798784015
mango_rmse,small,2000-06-30,2001Q1,4,FFR,6.711586850231078,5.593333333333334,1.1182535168977443,3.475618499215658,4.814854824414762,6.737570575202479,8.532722652601327,9.804017483514052
mango_rmse,small,2000-06-30,2001Q2,5,FFR,6.9371898925254625,4.326666666666667,2.6105232258587954,3.480121226857059,4.898129004252955,6.888439796373858,9.008470345445302,10.537557537640456
mango_rmse,small,2000-06-30,2001Q3,6,FFR,7.115467279861735,3.4966666666666666,3.6188006131950687,3.3408615750310755,4.860197106978072,7.017726746170293,9.390421054969812,10.961025079284914
mango_rmse,small,2000-06-30,2001Q4,7,FFR,7.272454189871264,2.1333333333333333,5.1391208565379305,3.1240188697014872,4.852255632864819,7.2587190596445925,9.627760240849582,11.441731020640024
mango_rmse,small,2000-06-30,2002Q1,8,FFR,7.439480223504245,1.7333333333333334,5.706146890170912,3.074272673109407,4.776677984850067,7.531002388526586,10.02182706820827,11.780137329066859
mango_rmse,small,2000-06-30,2000Q2,1,GDP,913.3478504052424,948.5753664798251,-35.227516074582695,911.9200569709544,912.4323377924043,913.3287845936717,914.2389318642514,914.8907421509358
mango_rmse,small,2000-06-30,2000Q3,2,GDP,914.4198575112317,948.6750908667843,-34.255233355552605,912.1890066402051,913.0624881291384,914.4244308342202,915.8024219538537,916.6391485143348
mango_rmse,small,2000-06-30,2000Q4,3,GDP,915.4374385081085,949.2676932603196,-33.83025475221109,912.704437354745,913.7374538760431,915.4331516978737,917.1235702729775,918.1912427228383
mango_rmse,small,2000-06-30,2001Q1,4,GDP,916.4405951425498,948.9429455219695,-32.50235037941968,913.1644069798019,914.456472289348,916.4069186511922,918.435577577845,919.749876706165
mango_rmse,small,2000-06-30,2001Q2,5,GDP,917.3952152401549,949.5624120747524,-32.16719683459746,913.6160231774098,915.1430890365981,917.3985058287286,919.6833531467918,921.2513636099235
mango_rmse,small,2000-06-30,2001Q3,6,GDP,918.3426693887513,949.1612595166631,-30.81859012791176,913.9856241921035,915.7614108624276,918.3584761406074,920.8791731942081,922.7074395736641
mango_rmse,small,2000-06-30,2001Q4,7,GDP,919.2947028418889,949.4381900682963,-30.143487226407387,914.4250020386146,916.4116579086538,919.2457438659428,922.1417396412646,924.1585369554062
mango_rmse,small,2000-06-30,2002Q1,8,GDP,920.1828042060823,950.2630063031164,-30.08020209703409,914.8857181908672,917.0132051538856,920.1885812787284,923.3506864477566,925.4794308656473
mango_rmse,small,2000-09-30,2000Q3,1,DEFL,467.85007227513546,436.0074949806811,31.842577294454372,467.22276486022577,467.45763741778995,467.85294611925264,468.24042461646684,468.49323592756775
mango_rmse,small,2000-09-30,2000Q4,2,DEFL,468.75505026500673,436.5490666033782,32.20598366162852,467.78673989996645,468.16184251277605,468.75652699269466,469.3506174073393,469.7383277994729
mango_rmse,small,2000-09-30,2001Q1,3,DEFL,469.71739806415894,437.2026802595548,32.51471780460412,468.3450513863561,468.89936023593623,469.7121534507815,470.5115083993109,471.06869205607893
mango_rmse,small,2000-09-30,2001Q2,4,DEFL,470.7386976487345,437.8056263169986,32.9330713317359,468.9645014669472,469.705604176963,470.7526847790572,471.82070380537306,472.4942486487499
mango_rmse,small,2000-09-30,2001Q3,5,DEFL,471.8116329712556,438.197663342384,33.613969628871644,469.65031488952206,470.48707711231634,471.8173813828955,473.1073623299434,473.894951218211
mango_rmse,small,2000-09-30,2001Q4,6,DEFL,472.9169190958221,438.50844547731197,34.40847361851013,470.33773515735334,471.3897188907786,472.93295768179746,474.4512466942598,475.3885873959157
mango_rmse,small,2000-09-30,2002Q1,7,DEFL,474.04938328532876,438.83068726310324,35.218696022225515,471.01803429908745,472.27112336805527,474.0406836943422,475.8853166749403,476.9749602514934
mango_rmse,small,2000-09-30,2002Q2,8,DEFL,475.2190208866615,439.17665473510937,36.04236615155213,471.7531053583415,473.12616740739327,475.21600636065796,477.3284145832233,478.5694154143326
mango_rmse,small,2000-09-30,2000Q3,1,FFR,6.580733934564879,6.52,0.06073393456487963,5.009179695519649,5.607110563275485,6.5794384847604945,7.536481818395669,8.216828598002795
mango_rmse,small,2000-09-30,2000Q4,2,FFR,6.806899817989515,6.473333333333334,0.3335664846561812,4.501367692680436,5.386125165010612,6.805662204447877,8.2128858720387,9.230534652495027
mango_rmse,small,2000-09-30,2001Q1,3,FFR,7.026829009324132,5.593333333333334,1.4334956759907982,4.338516518685715,5.388874968205462,6.970761937990552,8.708633797714738,9.907984751318157
mango_rmse,small,2000-09-30,2001Q2,4,FFR,7.249899964196108,4.326666666666667,2.923233297529441,4.089910704862065,5.291803440068727,7.252045149081482,9.143502010025005,10.490183310999688
mango_rmse,small,2000-09-30,2001Q3,5,FFR,7.4669955252123215,3.4966666666666666,3.970328858545655,4.110828441916881,5.290974517064578,7.437477441535421,9.639712221524594,11.159819352888915
mango_rmse,small,2000-09-30,2001Q4,6,FFR,7.636726582073799,2.1333333333333333,5.5033932487404655,3.8458801488137855,5.2955823160588,7.568661092477823,10.025853676995437,11.538582433432634
mango_rmse,small,2000-09-30,2002Q1,7,FFR,7.779442824115307,1.7333333333333334,6.046109490781974,3.676568415070211,5.351061137483599,7.7340340103461465,10.274216749001257,11.979624045991553
mango_rmse,small,2000-09-30,2002Q2,8,FFR,7.939408178003542,1.75,6.189408178003542,3.4706870845603652,5.324466752375544,7.932335279128781,10.568807558421833,12.248749574464739
mango_rmse,small,2000-09-30,2000Q3,1,GDP,915.0546635785776,948.6750908667843,-33.62042728820677,913.638509659309,914.1904114531583,915.0282037566806,915.9312066838123,916.6009284552126
mango_rmse,small,2000-09-30,2000Q4,2,GDP,916.0901211277104,949.2676932603196,-33.17757213260916,913.913402747352,914.7550151051473,916.0921276305033,917.421570899707,918.2934964056213
mango_rmse,small,2000-09-30,2001Q1,3,GDP,917.0882768919384,948.9429455219695,-31.85466863003103,914.3698677208602,915.4546030662588,917.0727900733507,918.6750791761527,919.7570191837818
mango_rmse,small,2000-09-30,2001Q2,4,GDP,918.0669655027797,949.5624120747524,-31.495446571972707,914.7896046101669,916.1080532907798,918.0873130523146,919.9779946329136,921.1395720492524
mango_rmse,small,2000-09-30,2001Q3,5,GDP,919.0039501205835,949.1612595166631,-30.157309396079654,915.2946355162233,916.8484375614945,918.9840289532647,921.2113495178564,922.6556016238842
mango_rmse,small,2000-09-30,2001Q4,6,GDP,919.9254753835088,949.4381900682963,-29.51271468478751,915.7181308687069,917.4659635123621,919.9777388199295,922.3488488889302,924.0134048721503
mango_rmse,small,2000-09-30,2002Q1,7,GDP,920.8588748111463,950.2630063031164,-29.404131491970134,916.0836602474673,918.0499056144535,920.9626422826094,923.6417261282915,925.2473817553265
mango_rmse,small,2000-09-30,2002Q2,8,GDP,921.7305905094292,950.8766222794621,-29.14603177003289,916.713191709587,918.6101416136362,921.8281182526357,924.6455637028307,926.4888358341759
mango_rmse,small,2000-12-31,2000Q4,1,DEFL,467.97235930827145,436.5490666033782,31.423292704893242,467.5184276505091,467.6811820928122,467.9721695435363,468.2596207468693,468.4375886994141
mango_rmse,small,2000-12-31,2001Q1,2,DEFL,468.59604050191325,437.2026802595548,31.393360242358426,467.7932736569221,468.09267223718126,468.5984547849322,469.0930511981285,469.4026847960243
mango_rmse,small,2000-12-31,2001Q2,3,DEFL,469.1914486318218,437.8056263169986,31.3858223148232,467.9606874133309,468.46073394498325,469.20444967691185,469.9144080828749,470.3997770356734
mango_rmse,small,2000-12-31,2001Q3,4,DEFL,469.714603287138,438.197663342384,31.51693994475403,468.07197348463075,468.72225163615934,469.7418033257135,470.694828419063,471.3274469882432
mango_rmse,small,2000-12-31,2001Q4,5,DEFL,470.2489375909666,438.50844547731197,31.740492113654625,468.12306040347994,468.9043705077634,470.29803437457,471.52378578536917,472.3342689989069
mango_rmse,small,2000-12-31,2002Q1,6,DEFL,470.7822422894287,438.83068726310324,31.95155502632548,468.10945552684285,469.11912411195533,470.83150502611045,472.32968394771154,473.37593887402016
mango_rmse,small,2000-12-31,2002Q2,7,DEFL,471.3245772965191,439.17665473510937,32.14792256140976,468.0444831801464,469.31309655588984,471.4026992086798,473.2615622013219,474.53059903742184
mango_rmse,small,2000-12-31,2002Q3,8,DEFL,471.8664701149366,439.65703601147226,32.20943410346433,467.9479795446975,469.55010955262327,471.95226072264614,474.1456250407116,475.6643723493728
mango_rmse,small,2000-12-31,2000Q4,1,FFR,6.213909435324015,6.473333333333334,-0.2594238980093184,4.786929037521306,5.363756754761006,6.204733947802834,7.072170597135005,7.6790932111542185
mango_rmse,small,2000-12-31,2001Q1,2,FFR,5.72851737763138,5.593333333333334,0.13518404429804587,3.536982932728644,4.375287027943615,5.713710983745674,7.077543339139863,7.997522568354074
mango_rmse,small,2000-12-31,2001Q2,3,FFR,5.635783649287039,4.326666666666667,1.3091169826203721,3.004861185250377,3.992415714434973,5.60537574295856,7.266602034847645,8.389001991520988
mango_rmse,small,2000-12-31,2001Q3,4,FFR,5.730461660039834,3.4966666666666666,2.233794993373168,2.6802747612988442,3.84961116821506,5.703927424467192,7.5491507111069645,8.900042288770935
mango_rmse,small,2000-12-31,2001Q4,5,FFR,5.648327998975194,2.1333333333333333,3.514994665641861,2.242662062881381,3.5720172826781855,5.6069246359506035,7.720157782232089,9.268771743284441
mango_rmse,small,2000-12-31,2002Q1,6,FFR,5.486034978210407,1.7333333333333334,3.7527016448770736,1.6318869098888862,3.2276757128742983,5.460409747364474,7.784930990393996,9.367800688301628
mango_rmse,small,2000-12-31,2002Q2,7,FFR,5.413310121517684,1.75,3.663310121517684,1.269810733889848,3.012086335883959,5.3525447005655655,7.908302280588019,9.4206853736483
mango_rmse,small,2000-12-31,2002Q3,8,FFR,5.426260651454933,1.74,3.6862606514549325,1.1467224217053131,2.8601548749058057,5.408979909550022,8.058196654214946,9.667143637666388
mango_rmse,small,2000-12-31,2000Q4,1,GDP,914.9892421173131,949.2676932603196,-34.278451143006464,913.6762689535701,914.193040064757,914.9788280226334,915.8058604285817,916.3928267614014
mango_rmse,small,2000-12-31,2001Q1,2,GDP,915.5691419612573,948.9429455219695,-33.37380356071219,913.4526621175479,914.3023684668193,915.5619253054514,916.8761469584372,917.7006562916665
mango_rmse,small,2000-12-31,2001Q2,3,GDP,916.4073099795693,949.5624120747524,-33.15510209518311,913.6690021907527,914.7554166053907,916.414298013488,918.0270172065071,919.1307754940035
mango_rmse,small,2000-12-31,2001Q3,4,GDP,917.3779177382074,949.1612595166631,-31.78334177845568,914.0992302671771,915.434552868197,917.4117695107047,919.3242581388571,920.6530884575745
mango_rmse,small,2000-12-31,2001Q4,5,GDP,918.2858517674853,949.4381900682963,-31.15233830081104,914.4538405483702,915.9522635424801,918.3272680163241,920.5872697364638,922.012706078943
mango_rmse,small,2000-12-31,2002Q1,6,GDP,919.2033300049344,950.2630063031164,-31.059676298182012,914.9225758427966,916.6255349065494,919.2222640872494,921.7154828119524,923.4268765142609
mango_rmse,small,2000-12-31,2002Q2,7,GDP,920.1711364782935,950.8766222794621,-30.705485801168606,915.4639530806766,917.2773537674076,920.1456023759143,922.9705933578764,924.7658959658163
mango_rmse,small,2000-12-31,2002Q3,8,GDP,921.1098538296314,951.2793389900701,-30.169485160438626,916.0231759944302,917.9358674233014,921.0907876729518,924.0925955183517,926.2127389048321
mango_rmse,small,2001-03-31,2001Q1,1,DEFL,468.52727605823674,437.2026802595548,31.324595798681912,468.07231043924486,468.23967035334556,468.5303806204362,468.8040126105747,468.9911896171026
