forecast_origin,strategy,model_size,last_quarter,n_obs,lambda,theta,miu
2005-12-31,mango_rmse,small,2005Q3,205,0.01341789125690399,14.339531665615041,0.2005685512278955
2006-03-31,mango_rmse,small,2005Q4,206,0.3547367485871759,9.785109117171439,48.30235921592888
2006-06-30,mango_rmse,small,2006Q1,207,0.023243733549062822,23.564489855313422,9.453555072627967
2006-09-30,mango_rmse,small,2006Q2,208,0.008005325941524479,44.569370812012444,4.895408368957539
2006-12-31,mango_rmse,small,2006Q3,209,0.033950355681560525,42.34497799913162,18.959893142311707
2007-03-31,mango_rmse,small,2006Q4,210,0.2456073702747748,44.704106416697854,23.335950887472883
2007-06-30,mango_rmse,small,2007Q1,211,0.7318781964196401,48.21524612070269,26.80986342752394
2007-09-30,mango_rmse,small,2007Q2,212,4.891252766188354,27.95505466675855,0.06056419482111048
2007-12-31,mango_rmse,small,2007Q3,213,4.996753997402611,36.43530421794568,0.0023173012811955954
2008-03-31,mango_rmse,small,2007Q4,214,2.5607789639667553,4.486366627648823,0.044769450560059446
2008-06-30,mango_rmse,small,2008Q1,215,4.944464578981327,35.5916866641946,48.99370721483024
2008-09-30,mango_rmse,small,2008Q2,216,4.9093698399240315,9.075406765677899,47.550699289998136
2008-12-31,mango_rmse,small,2008Q3,217,0.003600262237482497,30.33652634004579,4.786427164838034
2009-03-31,mango_rmse,small,2008Q4,218,0.014869457519795532,47.98189209294406,44.00204176691279
2009-06-30,mango_rmse,small,2009Q1,219,0.0016494033065956322,35.26599495264209,36.65065338162137
2009-09-30,mango_rmse,small,2009Q2,220,0.8417525490726586,0.028626014202976897,21.318967651782263
2009-12-31,mango_rmse,small,2009Q3,221,4.963362260859492,49.94033896672369,49.96062308994635
2010-03-31,mango_rmse,small,2009Q4,222,0.16004440837000308,12.130289830962761,26.2870449175685
2010-06-30,mango_rmse,small,2010Q1,223,0.0370365026551872,19.7753275344363,3.1040116036521046
2010-09-30,mango_rmse,small,2010Q2,224,0.01029808359915907,15.24529950279832,27.231021641739698
2010-12-31,mango_rmse,small,2010Q3,225,0.004151247573162566,20.802965074075953,32.5736267458721
2011-03-31,mango_rmse,small,2010Q4,226,0.001932808991682011,28.902789550069606,39.08731289481143
2011-06-30,mango_rmse,small,2011Q1,227,2.983347471196324,0.11664389704024947,7.227745971936199
2011-09-30,mango_rmse,small,2011Q2,228,2.8744411202465834,23.77413914276167,2.5977488112662273
2011-12-31,mango_rmse,small,2011Q3,229,3.693254320678422,13.187467305790596,2.991643780802163
2012-03-31,mango_rmse,small,2011Q4,230,0.31485640797479125,17.13270384030702,0.8570798795426696
2012-06-30,mango_rmse,small,2012Q1,231,0.7368458138317595,14.861381257193502,32.268999084646104
2012-09-30,mango_rmse,small,2012Q2,232,4.928594225199047,5.370518688693588,44.55401603622721
2012-12-31,mango_rmse,small,2012Q3,233,4.972226987201822,33.38456817754476,2.1954820598071714
2013-03-31,mango_rmse,small,2012Q4,234,4.887039310328719,45.59687647840719,3.5048019170096603
2013-06-30,mango_rmse,small,2013Q1,235,4.744067815648141,27.113775550637193,3.9158379521581983
2013-09-30,mango_rmse,small,2013Q2,236,4.878101791760694,26.40684919504064,2.9381716972967227
2013-12-31,mango_rmse,small,2013Q3,237,0.12575838734392622,49.76351891141969,7.874283300686536
2014-03-31,mango_rmse,small,2013Q4,238,0.03716731033064665,15.855438201889736,22.245574954156787
2014-06-30,mango_rmse,small,2014Q1,239,0.007540337321832049,11.80634364063627,37.49871563055301
2014-09-30,mango_rmse,small,2014Q2,240,0.002512219103155225,12.735789384008662,49.64481331230741
2014-12-31,mango_rmse,small,2014Q3,241,0.011423298729091239,13.909697267616071,1.625655323042887
2015-03-31,mango_rmse,small,2014Q4,242,0.06173960183290703,33.02942026091451,0.9356707968121878
2015-06-30,mango_rmse,small,2015Q1,243,4.99575213800473,2.225225996488358,40.00055086538515
2015-09-30,mango_rmse,small,2015Q2,244,0.01035799130986186,30.200383401683446,25.68911357213064
2015-12-31,mango_rmse,small,2015Q3,245,0.00881617617305203,27.606786450325753,26.01437320278675
2016-03-31,mango_rmse,small,2015Q4,246,0.008697344146982578,15.086723537098596,29.016060695975963
2016-06-30,mango_rmse,small,2016Q1,247,0.008847793691590925,48.58314817277018,39.72905086600778
2016-09-30,mango_rmse,small,2016Q2,248,0.5068196110175969,6.4393042141279135,18.062138265163046
2016-12-31,mango_rmse,small,2016Q3,249,3.335017802540132,22.739375976387116,0.11292025557485157
2017-03-31,mango_rmse,small,2016Q4,250,0.001100881462110823,24.682054054669074,37.82140410349742
2017-06-30,mango_rmse,small,2017Q1,251,0.05450386542034705,3.740162374241536,23.659465973940826
2017-09-30,mango_rmse,small,2017Q2,252,4.722434588519421,0.029204498869915208,29.289260556976284
2017-12-31,mango_rmse,small,2017Q3,253,4.655596024836755,49.83227208378181,0.03071509582952374
2018-03-31,mango_rmse,small,2017Q4,254,0.03169302814445272,23.623545367629873,0.27146084288321254
2018-06-30,mango_rmse,small,2018Q1,255,0.04197849457155412,11.931482264087608,10.99008897963591
2018-09-30,mango_rmse,small,2018Q2,256,1.108373720505899,17.244526067382733,0.00216932549430509
2018-12-31,mango_rmse,small,2018Q3,257,0.05852744557657028,0.07675254941130089,8.25215219411905
2019-03-31,mango_rmse,small,2018Q4,258,0.016159964550499086,26.858932513362273,0.04355524239761983
2019-06-30,mango_rmse,small,2019Q1,259,0.07269795572628834,29.885363280676096,0.1382931335284128
2019-09-30,mango_rmse,small,2019Q2,260,0.01057306082791659,31.195238315344703,38.403422416631756
2019-12-31,mango_rmse,small,2019Q3,261,0.034905321447789475,12.755445419128131,8.358688272522263
