forecast_origin,strategy,model_size,last_quarter,n_obs,lambda,theta,miu
2000-03-31,mango_rmse,small,1999Q4,164,0.06369466439691333,24.842334028967496,5.620541314537751
2000-06-30,mango_rmse,small,2000Q1,183,0.10282500309705613,41.25351269039559,46.32355974881872
2000-09-30,mango_rmse,small,2000Q2,184,0.08495807573656522,14.306703337875318,37.699647662030486
2000-12-31,mango_rmse,small,2000Q3,185,4.888164295560418,49.78156736414924,0.20458098108792908
2001-03-31,mango_rmse,small,2000Q4,186,4.6855418042096675,8.389451584832939,0.7591918410164206
2001-06-30,mango_rmse,small,2001Q1,187,4.954811965975088,16.075016423117567,0.6602952841003646
2001-09-30,mango_rmse,small,2001Q2,188,4.790370354560649,0.08130232036548829,3.227909990810312
2001-12-31,mango_rmse,small,2001Q3,189,4.931855996822076,1.8443711272829377,0.14136828274595636
2002-03-31,mango_rmse,small,2001Q4,190,4.966036806512661,36.07792470384375,0.3676276304696839
2002-06-30,mango_rmse,small,2002Q1,191,2.9453742582872846,0.12233636832878687,0.1477983649396938
2002-09-30,mango_rmse,small,2002Q2,192,0.007133995560141783,23.713635237898732,20.753451002808976
2002-12-31,mango_rmse,small,2002Q3,193,0.009929376024839367,10.629842148849612,30.144838282925033
2003-03-31,mango_rmse,small,2002Q4,194,0.006193617542398928,7.430610468942982,22.65333313380799
2003-06-30,mango_rmse,small,2003Q1,195,0.008248974718261087,22.972800191193386,43.36215665618156
2003-09-30,mango_rmse,small,2003Q2,196,0.0026848830253869073,43.14884119142104,49.94361859608629
2003-12-31,mango_rmse,small,2003Q3,197,0.14973273383056726,41.94780519549341,5.821004500357379
2004-03-31,mango_rmse,small,2003Q4,198,0.06244842337443099,35.31358142182574,5.536187004959993
2004-06-30,mango_rmse,small,2004Q1,199,0.05634409248612647,12.54653665504349,29.687658040758834
2004-09-30,mango_rmse,small,2004Q2,200,0.028268185486092126,12.025951622686076,42.71847014057774
2004-12-31,mango_rmse,small,2004Q3,201,0.02560333791610929,37.55467833124198,41.78548593243659
2005-03-31,mango_rmse,small,2004Q4,202,0.015757615553415327,22.240568080229604,2.9651874546731984
2005-06-30,mango_rmse,small,2005Q1,203,0.014820388007604149,20.41242427188777,45.07627395681251
2005-09-30,mango_rmse,small,2005Q2,204,0.006188243833255791,48.89032627643799,39.04843722942617
