forecast_origin,group,strategy,lambda1_1,lambda2_1,lambda3_1,lambda4_1,lambda5_1
1997-07-31,+0 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1997-08-31,+1 month,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1997-09-30,+2 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1997-10-31,+0 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1997-11-30,+1 month,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1997-12-31,+2 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1998-01-31,+0 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1998-02-28,+1 month,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1998-03-31,+2 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1998-04-30,+0 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1998-05-31,+1 month,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1998-06-30,+2 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1998-07-31,+0 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1998-08-31,+1 month,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1998-09-30,+2 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1998-10-31,+0 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1998-11-30,+1 month,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1998-12-31,+2 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1999-01-31,+0 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1999-02-28,+1 month,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1999-03-31,+2 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1999-04-30,+0 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1999-05-31,+1 month,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1999-06-30,+2 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1999-07-31,+0 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1999-08-31,+1 month,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1999-09-30,+2 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1999-10-31,+0 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1999-11-30,+1 month,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
1999-12-31,+2 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
2000-01-31,+0 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
2000-02-29,+1 month,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
2000-03-31,+2 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
2000-04-30,+0 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
2000-05-31,+1 month,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
2000-06-30,+2 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
2000-07-31,+0 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
2000-08-31,+1 month,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
2000-09-30,+2 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
2000-10-31,+0 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
2000-11-30,+1 month,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
2000-12-31,+2 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
2001-01-31,+0 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
2001-02-28,+1 month,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
2001-03-31,+2 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
2001-04-30,+0 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
2001-05-31,+1 month,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
2001-06-30,+2 months,mango_rmse,14.383181742282805,7.528090214734379,1.0,8.860053634578962,9.401773328277278
2001-07-31,+0 months,mango_rmse,5.49324910287552,1.8498221721775583,1.0,5.03367786375481,2.1105018464146372
2001-08-31,+1 month,mango_rmse,15.786449722779427,6.056789987210899,1.0,7.3798542776416385,7.982285926695584
2001-09-30,+2 months,mango_rmse,9.758060116319784,5.698253929214138,1.0,0.46637796146915306,3.2014719766428255
2001-10-31,+0 months,mango_rmse,18.401259592924575,7.226587054380948,1.0,1.6503845527608987,0.38401470090645884
2001-11-30,+1 month,mango_rmse,9.293477112601083,3.1763057629080382,1.0,1.6528978943854638,3.630995174441119
2001-12-31,+2 months,mango_rmse,7.352604709024036,8.223848741428387,1.0,3.6882033522851514,8.717424647528883
2002-01-31,+0 months,mango_rmse,2.5119851183385715,4.829085518483692,1.0,2.0119788082213375,5.715059192970324
2002-02-28,+1 month,mango_rmse,13.235023368232953,8.886672818542703,1.0,4.003225297308552,3.3435295124972857
2002-03-31,+2 months,mango_rmse,10.970877546661926,5.543787769301168,1.0,2.266852774347679,6.221123079140675
2002-04-30,+0 months,mango_rmse,0.2211327044053859,2.580939467102985,1.0,6.556080182859019,4.616173917672351
2002-05-31,+1 month,mango_rmse,12.618032581261957,7.434485493808272,1.0,9.398967396657032,9.539112741506125
2002-06-30,+2 months,mango_rmse,7.491794368497225,0.3807354489118359,1.0,0.6300221319121092,7.752338387318161
2002-07-31,+0 months,mango_rmse,7.163214044321773,4.11106137397473,1.0,3.9999963215161904,7.784443893685314
2002-08-31,+1 month,mango_rmse,17.86604630957035,2.930962566947195,1.0,4.337296025822997,1.396633852766551
2002-09-30,+2 months,mango_rmse,1.8152131270367278,6.26350590248204,1.0,3.027639111094804,2.629493620227551
2002-10-31,+0 months,mango_rmse,16.53251731571427,9.668162679138945,1.0,4.4007636430724135,7.515029501698595
2002-11-30,+1 month,mango_rmse,3.638085849811738,9.82293452936677,1.0,5.212997295452751,4.34192440176172
2002-12-31,+2 months,mango_rmse,11.82945553795264,8.228571618643764,1.0,6.143750014023826,1.399860903681248
2003-01-31,+0 months,mango_rmse,4.912663977530151,3.5653658232598486,1.0,8.059464433620736,2.4599868923628643
2003-02-28,+1 month,mango_rmse,6.6145515645004025,6.314944044713444,1.0,2.734183883742874,4.374801591716493
2003-03-31,+2 months,mango_rmse,9.082216159750205,6.304642878036953,1.0,6.71937608960627,3.389445012916141
2003-04-30,+0 months,mango_rmse,0.5605135904860828,4.339021187209225,1.0,4.848861158625633,7.062013122924695
2003-05-31,+1 month,mango_rmse,3.2263161653405086,8.046154075035693,1.0,5.570193264464312,3.911410390067766
2003-06-30,+2 months,mango_rmse,10.973787639728496,9.912181100491033,1.0,1.9876667434944633,5.849319390034313
2003-07-31,+0 months,mango_rmse,16.423170051683044,0.9713585704878821,1.0,3.3599774597004504,9.173023031175362
2003-08-31,+1 month,mango_rmse,0.46991286918489644,7.222336762452568,1.0,8.03525910950626,8.3677059518115
2003-09-30,+2 months,mango_rmse,10.771785782786324,5.6576543643158415,1.0,3.1921664995633887,6.4878229243925585
2003-10-31,+0 months,mango_rmse,12.04629353900691,6.101285424307729,1.0,6.289617034024966,3.726489987105262
