model,group,variable,horizon_quarters,rmse,baseline_rmse,relative_rmse_pct
mango_rmse,+1 month,PCE,5,0.6618431431826625,0.6826551540297816,-3.0486858151240437
mango_rmse,+1 month,PCE,6,0.6429224270039078,0.6616197848367851,-2.825997387228942
mango_rmse,+1 month,PCE,7,0.6513986237406861,0.6488356100829002,0.39501741549888325
mango_rmse,+1 month,PCE,8,0.6526474955627052,0.6446608458637725,1.2388916978867386
mango_rmse,+1 month,SP500,1,4.546756004801443,4.869592016519829,-6.629631612323624
mango_rmse,+1 month,SP500,2,8.418632526817158,8.459571072197829,-0.48393169146854864
mango_rmse,+1 month,SP500,3,8.263630508708662,8.291043006932743,-0.3306278619126577
mango_rmse,+1 month,SP500,4,8.192090637193704,8.15125056510727,0.5010282994029943
mango_rmse,+1 month,SP500,5,8.087296891531535,8.150031421488634,-0.7697458661532458
mango_rmse,+1 month,SP500,6,7.557613179236821,8.060964528958467,-6.24430671929383
mango_rmse,+1 month,SP500,7,7.769610126330177,7.970202664513859,-2.5167808978909707
mango_rmse,+1 month,SP500,8,8.110928814086606,8.18029919783601,-0.8480176833599908
mango_rmse,+1 month,TB,1,0.22621058204703912,0.268461255304912,-15.738089732868737
mango_rmse,+1 month,TB,2,0.48739265368765416,0.5192286378960259,-6.1313999045535725
mango_rmse,+1 month,TB,3,0.6179502915138082,0.6757969232399245,-8.559765476407666
mango_rmse,+1 month,TB,4,0.7249765932630946,0.7535069614118214,-3.786344335196368
mango_rmse,+1 month,TB,5,0.8286454154767048,0.8562234335042529,-3.220890359737057
mango_rmse,+1 month,TB,6,0.869987140012904,0.8975079451811281,-3.0663578318150764
mango_rmse,+1 month,TB,7,0.8772511597155082,0.8642897292140547,1.4996626783058056
mango_rmse,+1 month,TB,8,0.9332781220858879,0.9186267920964791,1.5949164683050097
mango_rmse,+1 month,UNR,1,0.24135531357666765,0.18330535285763577,31.668448200809724
mango_rmse,+1 month,UNR,2,0.5667622678324996,0.48491804194096033,16.877950254015083
mango_rmse,+1 month,UNR,3,0.8811715714562836,0.8085111437682927,8.9869420165734
mango_rmse,+1 month,UNR,4,1.1851508956391508,1.1328676342755006,4.615125349316444
mango_rmse,+1 month,UNR,5,1.444749055747854,1.4145605268390555,2.134127761662982
mango_rmse,+1 month,UNR,6,1.6742043681491312,1.6554474885800845,1.1330398395865102
mango_rmse,+1 month,UNR,7,1.8634152628544278,1.8518459536244094,0.6247446882595777
mango_rmse,+1 month,UNR,8,2.0239386060632594,2.0201425820169785,0.18790871892274053
mango_rmse,+2 months,CPI,1,0.1908214647800218,0.19873602413477526,-3.982448269864808
mango_rmse,+2 months,CPI,2,0.597869241926745,0.6054278210252538,-1.2484690719545892
mango_rmse,+2 months,CPI,3,0.637317514693947,0.6272564120756967,1.6039856149029152
mango_rmse,+2 months,CPI,4,0.6254138414001744,0.6224319704914612,0.47906776163165865
mango_rmse,+2 months,CPI,5,0.645455793906561,0.6228577035983883,3.6281304987669736
mango_rmse,+2 months,CPI,6,0.6781185032453471,0.6304331220083563,7.563907982036304
mango_rmse,+2 months,CPI,7,0.6843256874869561,0.63440965124308,7.868107956124123
mango_rmse,+2 months,CPI,8,0.6888560047496328,0.6335399415771598,8.731266892939225
mango_rmse,+2 months,FF,1,0.0907544479406083,0.09964755872224758,-8.924564631259528
mango_rmse,+2 months,FF,2,0.5446942214423445,0.538874990216021,1.0798851926660507
mango_rmse,+2 months,FF,3,1.0052721514013587,0.916033818234754,9.741816447188782
mango_rmse,+2 months,FF,4,1.4107584736714422,1.2838911429065503,9.881470984968558
mango_rmse,+2 months,FF,5,1.7850245602564918,1.6279986154773605,9.645336506203865
mango_rmse,+2 months,FF,6,2.124957855018476,1.9252619687846741,10.372400715932704
mango_rmse,+2 months,FF,7,2.3956226004592804,2.1759175779915565,10.097120621201052
mango_rmse,+2 months,FF,8,2.6263413248776746,2.3817657665134746,10.268665449928758
mango_rmse,+2 months,GDP,1,0.6437392658824884,0.6532777104901972,-1.460090319100507
mango_rmse,+2 months,GDP,2,0.8558313473664244,0.7493854887330308,14.20441951889931
mango_rmse,+2 months,GDP,3,0.8548281292083012,0.872004506849739,-1.969757897638657
mango_rmse,+2 months,GDP,4,0.8352554341498867,0.8856692309032881,-5.692169829811601
mango_rmse,+2 months,GDP,5,0.8250912855123232,0.8624750810478434,-4.334478335316266
mango_rmse,+2 months,GDP,6,0.8163271637765744,0.8311522845172453,-1.7836828481175018
mango_rmse,+2 months,GDP,7,0.7893655481286262,0.817962373311407,-3.496105214107888
mango_rmse,+2 months,GDP,8,0.7996519887860759,0.8027021730547639,-0.3799895367269518
mango_rmse,+2 months,GOV,1,0.8769680607412168,1.175000168809491,-25.364431085166576
mango_rmse,+2 months,GOV,2,0.7466069776504597,0.7567111250071601,-1.3352714163684052
mango_rmse,+2 months,GOV,3,0.759596465917446,0.7489510923358996,1.4213709934442555
mango_rmse,+2 months,GOV,4,0.7569658471592708,0.743844167970289,1.764036037922663
mango_rmse,+2 months,GOV,5,0.7227880794025178,0.7148283532372113,1.1135157313304145
mango_rmse,+2 months,GOV,6,0.7684525224095585,0.7618221999694004,0.870324130804336
mango_rmse,+2 months,GOV,7,0.7722434172751401,0.7620127746417931,1.3425815122530294
mango_rmse,+2 months,GOV,8,0.7536255243632842,0.7621795262264296,-1.1223080086520363
mango_rmse,+2 months,HRS,1,0.3602702542968436,0.3237964371945951,11.26442817538739
mango_rmse,+2 months,HRS,2,0.807121311027971,0.6959227701204533,15.978574876673594
mango_rmse,+2 months,HRS,3,0.9371337886269757,0.9533185157719051,-1.6977250391307601
mango_rmse,+2 months,HRS,4,0.949565635607332,1.012043741363437,-6.173459031714766
mango_rmse,+2 months,HRS,5,0.935078400756157,0.9845686916124107,-5.0265960392468205
mango_rmse,+2 months,HRS,6,0.9081398866746464,0.9343800227330279,-2.808293779829543
mango_rmse,+2 months,HRS,7,0.8861392479908654,0.8948466771837488,-0.973063812483194
mango_rmse,+2 months,HRS,8,0.8653714468255388,0.8694745753345718,-0.47190896955833067
mango_rmse,+2 months,INVFIX,1,1.9285798204773175,1.3315363768786888,44.83868814746044
mango_rmse,+2 months,INVFIX,2,2.733270424990229,2.386888425527389,14.511863887659775
mango_rmse,+2 months,INVFIX,3,2.848799102578381,2.8330337820281297,0.5564819117322732
mango_rmse,+2 months,INVFIX,4,2.801726162079284,2.885725023505131,-2.9108408022819203
mango_rmse,+2 months,INVFIX,5,2.7143904559753445,2.7825379885681656,-2.4491141854235168
mango_rmse,+2 months,INVFIX,6,2.6213386386114763,2.69489833965248,-2.729590944439474
mango_rmse,+2 months,INVFIX,7,2.5948974523730035,2.6023250153809334,-0.2854202670315815
mango_rmse,+2 months,INVFIX,8,2.599643889878749,2.589418647160235,0.39488565241189205
mango_rmse,+2 months,IP,1,0.7561082992642144,0.737340065711459,2.545397222466937
mango_rmse,+2 months,IP,2,1.5154902997313324,1.3291014730717576,14.02367166359402
mango_rmse,+2 months,IP,3,1.6789040315529966,1.7064556953205852,-1.6145548837359371
mango_rmse,+2 months,IP,4,1.6752341291519017,1.729258349011728,-3.1241265881816367
mango_rmse,+2 months,IP,5,1.6426561230905448,1.684015706668161,-2.4560093717561835
mango_rmse,+2 months,IP,6,1.6073948469205377,1.6083921235900096,-0.06200457306679317
mango_rmse,+2 months,IP,7,1.5951142424703444,1.598620425128141,-0.21932552610264747
mango_rmse,+2 months,IP,8,1.5754356940061875,1.5710267367750193,0.2806417693577221
mango_rmse,+2 months,PCE,1,0.38685059226792756,0.3815328997967037,1.3937703600547586
mango_rmse,+2 months,PCE,2,0.7026391053718023,0.6757162206083249,3.984347858223618
mango_rmse,+2 months,PCE,3,0.7420146512073611,0.7477758156111205,-0.7704400548245978
mango_rmse,+2 months,PCE,4,0.7231429292320037,0.7270199150808854,-0.533270928135482
mango_rmse,+2 months,PCE,5,0.6933989692144745,0.6953613087435883,-0.28220430220073367
mango_rmse,+2 months,PCE,6,0.673038073750196,0.668029602966566,0.7497378501474355
