forecast_origin,strategy,model_size,last_quarter,n_obs,lambda,theta,miu
2000-03-31,mango_rmse_random,small,1999Q4,164,3.6592510176129753,14.264908099569423,6.329113547278257
2000-06-30,mango_rmse_random,small,2000Q1,183,3.6592510176129753,14.264908099569423,6.329113547278257
2000-09-30,mango_rmse_random,small,2000Q2,184,3.6592510176129753,14.264908099569423,6.329113547278257
2000-12-31,mango_rmse_random,small,2000Q3,185,3.6592510176129753,14.264908099569423,6.329113547278257
2001-03-31,mango_rmse_random,small,2000Q4,186,1.125521225376644,42.69206048872166,1.349373038187385
2001-06-30,mango_rmse_random,small,2001Q1,187,0.2642338258614478,48.92382774327446,34.40425311676949
2001-09-30,mango_rmse_random,small,2001Q2,188,1.368906819993599,1.0706476864925545,6.90113723103313
2001-12-31,mango_rmse_random,small,2001Q3,189,4.53407799128699,41.19920512755932,47.61514297969309
2002-03-31,mango_rmse_random,small,2001Q4,190,1.1203770527259644,29.146397049592917,38.01502646850046
2002-06-30,mango_rmse_random,small,2002Q1,191,2.802113622719042,33.333383921812754,34.773122528041874
2002-09-30,mango_rmse_random,small,2002Q2,192,4.727160427504355,4.471481626198811,3.9363288447894687
2002-12-31,mango_rmse_random,small,2002Q3,193,3.2692236945732427,32.634932501942686,39.23403316468249
2003-03-31,mango_rmse_random,small,2002Q4,194,3.6815799973982495,6.988885580324387,15.48387281651098
2003-06-30,mango_rmse_random,small,2003Q1,195,1.4680523390889684,25.363708102782798,46.86568924376515
2003-09-30,mango_rmse_random,small,2003Q2,196,1.5940344115622593,44.32349713637739,25.462638691817332
2003-12-31,mango_rmse_random,small,2003Q3,197,3.153685743671525,7.414121097587205,46.41521024942751
2004-03-31,mango_rmse_random,small,2003Q4,198,0.9821133768348254,45.790648231677224,38.36042697828021
2004-06-30,mango_rmse_random,small,2004Q1,199,4.989599886276825,32.49387826125133,27.64999922110732
2004-09-30,mango_rmse_random,small,2004Q2,200,2.767169985480592,23.190282671332202,14.55038972908336
2004-12-31,mango_rmse_random,small,2004Q3,201,1.692678565707885,5.407481232579706,30.32602563935662
2005-03-31,mango_rmse_random,small,2004Q4,202,1.7321364060861193,23.609459601123426,43.90812837626893
2005-06-30,mango_rmse_random,small,2005Q1,203,1.3536206234221169,30.028823889954133,2.639478262099426
2005-09-30,mango_rmse_random,small,2005Q2,204,4.61407290936826,27.503231197218277,17.0109914996619
2005-12-31,mango_rmse_random,small,2005Q3,205,1.5623589939221068,36.67039606191574,41.90813516132191
2006-03-31,mango_rmse_random,small,2005Q4,206,0.21763548870359078,45.58202431187821,9.65374472526478
2006-06-30,mango_rmse_random,small,2006Q1,207,1.0414697266925261,0.9350434073400099,11.00472088629567
2006-09-30,mango_rmse_random,small,2006Q2,208,2.5472757732319766,7.5153463964337215,39.48964125403954
2006-12-31,mango_rmse_random,small,2006Q3,209,4.705674008016755,19.704046475556638,46.87610718438644
2007-03-31,mango_rmse_random,small,2006Q4,210,1.2537343867265376,14.240716289773383,29.875736074091247
2007-06-30,mango_rmse_random,small,2007Q1,211,4.258641453590105,22.09224891538434,12.414278550511606
2007-09-30,mango_rmse_random,small,2007Q2,212,0.676418918896976,32.869803975808736,40.93366272153655
2007-12-31,mango_rmse_random,small,2007Q3,213,0.7997754774327231,30.905173329897345,39.772280910081044
2008-03-31,mango_rmse_random,small,2007Q4,214,1.424391876112243,4.738848586132818,30.06069263475135
2008-06-30,mango_rmse_random,small,2008Q1,215,1.3250703972069338,12.391958706015288,3.976744315014716
2008-09-30,mango_rmse_random,small,2008Q2,216,2.632417942999353,21.813949024732878,20.350279678828713
2008-12-31,mango_rmse_random,small,2008Q3,217,1.5824540125889042,45.88605659405557,49.391309931949266
2009-03-31,mango_rmse_random,small,2008Q4,218,4.612352831758686,29.16142310230635,11.508941586420134
2009-06-30,mango_rmse_random,small,2009Q1,219,0.4607661681380231,49.339506725833175,1.5463573856944046
2009-09-30,mango_rmse_random,small,2009Q2,220,1.6346540882136253,49.349459762352986,49.16103062250443
2009-12-31,mango_rmse_random,small,2009Q3,221,4.39288286469994,18.047678593402146,31.730896931897377
2010-03-31,mango_rmse_random,small,2009Q4,222,0.23990841044681008,8.290698708709614,6.612434045226819
2010-06-30,mango_rmse_random,small,2010Q1,223,3.3016322144597483,27.102953919939043,29.05523467831434
2010-09-30,mango_rmse_random,small,2010Q2,224,0.827146267405258,46.70818492740185,44.027679793503324
2010-12-31,mango_rmse_random,small,2010Q3,225,1.5390316198159866,12.432295409069893,18.358888635135955
2011-03-31,mango_rmse_random,small,2010Q4,226,2.7980893857801514,31.80573773358969,32.206801514240944
2011-06-30,mango_rmse_random,small,2011Q1,227,2.4824431253317556,23.780359332250008,26.200803091426756
2011-09-30,mango_rmse_random,small,2011Q2,228,2.919694204864316,22.885397651192005,23.85329766275209
2011-12-31,mango_rmse_random,small,2011Q3,229,2.50810173189916,29.612569424994643,18.899464447513033
2012-03-31,mango_rmse_random,small,2011Q4,230,2.2570297740959355,12.538313573042112,11.58554013858376
2012-06-30,mango_rmse_random,small,2012Q1,231,2.927774441438693,0.8659461955984175,13.268684915458666
2012-09-30,mango_rmse_random,small,2012Q2,232,0.09270693593160848,24.59921566158914,49.41993705406428
2012-12-31,mango_rmse_random,small,2012Q3,233,0.6258095429836689,30.449797564558292,13.003600791234687
2013-03-31,mango_rmse_random,small,2012Q4,234,2.3569175453188627,43.32796663034035,44.16182521330035
2013-06-30,mango_rmse_random,small,2013Q1,235,1.4647528000446086,36.3827339160459,38.51499995237755
2013-09-30,mango_rmse_random,small,2013Q2,236,2.6652154497095193,13.68722020624005,28.757492880151975
2013-12-31,mango_rmse_random,small,2013Q3,237,2.9321403138365776,18.05283580807432,40.31616161498469
