forecast_origin,strategy,model_size,last_quarter,n_obs,lambda,theta,miu
2013-03-31,mango_rmse,small,2012Q4,234,3.545414270950692,44.87213959356849,4.282314192088085
2013-06-30,mango_rmse,small,2013Q1,235,4.147706805723082,19.560489765940584,3.5160159634600348
2013-09-30,mango_rmse,small,2013Q2,236,1.0601478537912705,39.647233560143135,39.251492638201874
2013-12-31,mango_rmse,small,2013Q3,237,0.2980203398261388,48.630598313176414,28.669713263430587
2014-03-31,mango_rmse,small,2013Q4,238,0.00414794213300954,12.634716652687251,37.065377969896815
2014-06-30,mango_rmse,small,2014Q1,239,0.0049879196638714755,4.769783405153288,28.044084447405393
2014-09-30,mango_rmse,small,2014Q2,240,4.0516497487180745,43.827252860402076,2.8839173615815055
2014-12-31,mango_rmse,small,2014Q3,241,1.2519000680344308,18.242639270123487,3.137283144313667
2015-03-31,mango_rmse,small,2014Q4,242,0.009651157493213285,40.942115825693314,16.01271472484273
2015-06-30,mango_rmse,small,2015Q1,243,0.18483832539162082,25.46716459812192,26.4731286135906
2015-09-30,mango_rmse,small,2015Q2,244,0.16358822774641918,17.98212179611436,6.739969552194067
2015-12-31,mango_rmse,small,2015Q3,245,0.17860540764696212,35.34446192041468,47.411964172137594
2016-03-31,mango_rmse,small,2015Q4,246,0.009424054442788756,16.30860105961466,7.715377843272843
2016-06-30,mango_rmse,small,2016Q1,247,0.215986489401301,41.70893492287026,48.90113047928632
2016-09-30,mango_rmse,small,2016Q2,248,0.30863473888115955,30.051274932144434,31.16799803454818
2016-12-31,mango_rmse,small,2016Q3,249,0.003922609679795102,35.12090013871804,49.415931871292884
2017-03-31,mango_rmse,small,2016Q4,250,4.672182142797499,41.4466920813216,35.80440082431457
2017-06-30,mango_rmse,small,2017Q1,251,4.994062313744603,37.932442895074296,49.962462537438235
2017-09-30,mango_rmse,small,2017Q2,252,4.9973447356451794,36.38586540027278,49.65932501607747
2017-12-31,mango_rmse,small,2017Q3,253,2.997042408993699,18.672321032614978,49.86646043004214
2018-03-31,mango_rmse,small,2017Q4,254,1.7045784550062202,21.280659400836882,49.56627317707958
2018-06-30,mango_rmse,small,2018Q1,255,0.004426117538213091,40.88197981609633,49.887738213880525
2018-09-30,mango_rmse,small,2018Q2,256,4.696302879202857,38.557871237493515,2.0498224425797753
2018-12-31,mango_rmse,small,2018Q3,257,0.000754666642971679,4.705792810985356,7.187233924513261
2019-03-31,mango_rmse,small,2018Q4,258,0.13825938462609574,0.09682024878020322,27.493346655162476
2019-06-30,mango_rmse,small,2019Q1,259,0.08695428060366404,34.16720568547903,0.8195194264829293
2019-09-30,mango_rmse,small,2019Q2,260,2.083008771379752,42.67932522601183,0.04007418697620775
2019-12-31,mango_rmse,small,2019Q3,261,2.8449397024446137,27.887380185602012,0.008851476199426165
