forecast_origin,strategy,model_size,last_quarter,n_obs,lambda,theta,miu
2000-03-31,mango_mdd,small,1999Q4,164,0.6001332122378891,6.228116839537918,2.8364729593769256
2000-06-30,mango_mdd,small,2000Q1,183,1.911121437931372,4.7420049351872136,3.887253720003097
2000-09-30,mango_mdd,small,2000Q2,184,0.8276929345270984,2.8173325007759,0.7635004187363297
2000-12-31,mango_mdd,small,2000Q3,185,0.5432034812424817,8.73105630194322,1.8366457702468495
2001-03-31,mango_mdd,small,2000Q4,186,1.0042528590249622,9.347288355865532,9.759406654296276
2001-06-30,mango_mdd,small,2001Q1,187,1.2545068268413484,0.2006363655851266,15.525216484138605
2001-09-30,mango_mdd,small,2001Q2,188,0.5502635861386995,0.48786885891315357,0.5225047369177103
2001-12-31,mango_mdd,small,2001Q3,189,1.4362544496068614,2.1332545684312354,0.17254643905952172
2002-03-31,mango_mdd,small,2001Q4,190,1.6141091908665406,23.838974343239837,0.01979575001982699
2002-06-30,mango_mdd,small,2002Q1,191,0.3887473925545293,5.900873544374005,13.490519673987517
2002-09-30,mango_mdd,small,2002Q2,192,0.2383564384575581,1.4085960263571793,20.117601642543026
2002-12-31,mango_mdd,small,2002Q3,193,0.4862559799962228,16.715011270233784,1.9923469047935929
2003-03-31,mango_mdd,small,2002Q4,194,0.5690118347761034,7.038826162498344,2.3107654007004457
2003-06-30,mango_mdd,small,2003Q1,195,1.005190955119977,2.523167309362278,14.222666646286108
2003-09-30,mango_mdd,small,2003Q2,196,1.0765872820472928,3.850402118544772,0.5123485053919914
2003-12-31,mango_mdd,small,2003Q3,197,0.5206424116224033,15.688282734401062,2.2241014229810148
2004-03-31,mango_mdd,small,2003Q4,198,0.5348322863074112,0.5022394093196109,10.238673223804058
2004-06-30,mango_mdd,small,2004Q1,199,1.852821476896167,12.159626815760413,2.792573068023445
2004-09-30,mango_mdd,small,2004Q2,200,0.8306001119540444,4.762301118403063,6.240361254785858
2004-12-31,mango_mdd,small,2004Q3,201,1.06421924360578,2.357482628598526,10.087207471584064
2005-03-31,mango_mdd,small,2004Q4,202,0.7534711451466205,1.9931262361146296,0.4312203957614198
2005-06-30,mango_mdd,small,2005Q1,203,0.3108025511427299,11.055906477501887,2.711005962463772
2005-09-30,mango_mdd,small,2005Q2,204,2.2177556278493826,7.645976986977459,3.5416849965019974
2005-12-31,mango_mdd,small,2005Q3,205,0.44816360559606133,7.441462990710762,5.743945439707243
2006-03-31,mango_mdd,small,2005Q4,206,0.8586149293490625,1.5984603247353883,9.635440032855362
2006-06-30,mango_mdd,small,2006Q1,207,0.8305167921616761,3.04795536326955,5.123408397311854
2006-09-30,mango_mdd,small,2006Q2,208,0.736271342153353,4.047014267787826,0.680142042484146
2006-12-31,mango_mdd,small,2006Q3,209,1.728185154517794,2.211573602993985,5.6816165636248925
2007-03-31,mango_mdd,small,2006Q4,210,0.6409096222363143,13.768144621649787,4.801559688845559
2007-06-30,mango_mdd,small,2007Q1,211,1.3602225104693284,0.695789493044179,10.697762768849822
2007-09-30,mango_mdd,small,2007Q2,212,0.3963651666453939,8.688351013717035,11.962431444182101
2007-12-31,mango_mdd,small,2007Q3,213,1.2961657850156083,2.5141333529480017,0.8506482349133786
2008-03-31,mango_mdd,small,2007Q4,214,0.2607824126310379,1.4397032117864532,4.83121992774849
2008-06-30,mango_mdd,small,2008Q1,215,0.5987872646664477,4.505458963644138,11.805006711348058
2008-09-30,mango_mdd,small,2008Q2,216,0.7610996861533292,4.0399924562573934,4.981217967031496
2008-12-31,mango_mdd,small,2008Q3,217,0.7440496438315808,2.2088468066126428,9.370653891604974
2009-03-31,mango_mdd,small,2008Q4,218,0.6048076038903266,6.522636350362744,14.668898625785639
2009-06-30,mango_mdd,small,2009Q1,219,0.931083873796909,5.037553776083234,4.314265082071341
2009-09-30,mango_mdd,small,2009Q2,220,1.638037934948508,4.39017156171328,2.102453670448529
2009-12-31,mango_mdd,small,2009Q3,221,0.5125357566636631,12.692537326702404,6.41774861377101
2010-03-31,mango_mdd,small,2009Q4,222,0.3592138523834074,7.265829354772761,12.31208452839802
2010-06-30,mango_mdd,small,2010Q1,223,1.207507639992464,1.692299930585328,13.849520363149935
2010-09-30,mango_mdd,small,2010Q2,224,0.6480664102511293,4.245717397045755,7.384692881783789
2010-12-31,mango_mdd,small,2010Q3,225,0.6514360497231524,23.224074815719757,0.8339878864498197
2011-03-31,mango_mdd,small,2010Q4,226,0.522432041952123,7.503267975011663,0.4583925821881332
2011-06-30,mango_mdd,small,2011Q1,227,1.5972155137881376,8.93367825682603,0.730039151860557
2011-09-30,mango_mdd,small,2011Q2,228,1.1422944961112829,5.6698909204087755,17.210397410400937
2011-12-31,mango_mdd,small,2011Q3,229,0.34844232523205776,0.9090204169995143,0.14137487755865766
2012-03-31,mango_mdd,small,2011Q4,230,1.246142357116516,8.652274907953464,0.31330990700894146
2012-06-30,mango_mdd,small,2012Q1,231,0.828663103748784,7.212651822934052,7.24564076926754
2012-09-30,mango_mdd,small,2012Q2,232,0.525997931320966,3.3266890190452654,26.5344193746028
2012-12-31,mango_mdd,small,2012Q3,233,0.9432474487070694,1.4852630983979163,1.1825037237520202
2013-03-31,mango_mdd,small,2012Q4,234,0.5627043030474955,2.2955717526307153,1.8651940404930258
2013-06-30,mango_mdd,small,2013Q1,235,0.6820871582192364,14.282318873790373,11.24851758824555
2013-09-30,mango_mdd,small,2013Q2,236,1.350252292348547,4.469618526234704,10.136958680148078
2013-12-31,mango_mdd,small,2013Q3,237,0.41653273262362883,18.162017505305542,2.8219043984783094
2014-03-31,mango_mdd,small,2013Q4,238,0.980609695802651,4.36274571322744,8.821443764502883
2014-06-30,mango_mdd,small,2014Q1,239,0.5098212063142589,5.949148886806669,10.675764549984592
2014-09-30,mango_mdd,small,2014Q2,240,0.5990842393660722,13.860494975910475,2.9632629484959887
2014-12-31,mango_mdd,small,2014Q3,241,0.16345067787370818,2.220505990830524,0.07252583995862275
2015-03-31,mango_mdd,small,2014Q4,242,0.419814449339371,25.073036895328872,6.601219440123194
2015-06-30,mango_mdd,small,2015Q1,243,0.727207416405655,1.144755622603093,7.254617788127023
2015-09-30,mango_mdd,small,2015Q2,244,1.8564386738376648,1.4197675003838253,11.713663831603716
2015-12-31,mango_mdd,small,2015Q3,245,0.6908485988798524,2.511254485726147,3.5754098812096196
2016-03-31,mango_mdd,small,2015Q4,246,0.5414378059667714,15.088999207677116,0.18328027044553866
2016-06-30,mango_mdd,small,2016Q1,247,0.5646583031043915,12.118036539571312,0.058959260837962185
2016-09-30,mango_mdd,small,2016Q2,248,0.5348787204603866,9.099200642956532,7.658803893820856
2016-12-31,mango_mdd,small,2016Q3,249,0.8508736609424447,4.131737448175929,8.22883463507577
2017-03-31,mango_mdd,small,2016Q4,250,0.6704083972989443,19.60894905254463,0.7806522451182185
2017-06-30,mango_mdd,small,2017Q1,251,1.1582201944294057,4.6113579873504635,0.8638150150033304
2017-09-30,mango_mdd,small,2017Q2,252,0.63445895508567,0.010826603063017236,0.3123654304478772
