forecast_origin,strategy,model_size,last_quarter,n_obs,lambda,theta,miu,psi
2000-03-31,mango_mdd,large,1999Q4,108,0.883626494071242,18.5252099136272,3.6815061094230392,"[23.67986357828291, 2.2165461824530635, 28.72304215654135, 42.61413041787231, 383.33502318549836, 15.412429410149857, 8.944644991226651, 25.449828852176232, 4.194113282999736, 12.190843111139394, 24.45318806255926, 6.8919088691297405, 3.33067437610943, 24.499625314472752, 1.7381416465318693, 20.33611597728178, 281.16927237209933, 68.28095480408828, 966.7752902157202, 6.445539484953366, 112.55407670763519]"
2000-06-30,mango_mdd,large,2000Q1,109,0.40244967983472385,7.021597874560669,7.206394560237755,"[37.069467303177355, 4.663452344944877, 112.23743230123029, 7.787535617650785, 1381.5017480013373, 3.113707159325639, 26.612652220893796, 0.26103580245590274, 0.26990208118607384, 5.9564030681532465, 25.074611461939508, 62.56849703198972, 73.45154021363398, 1.4129899209967907, 4.411864665504582, 8.039400863427003, 839.2939825868169, 220.3064407343271, 1918.0715076852348, 6.588438054094897, 878.7239867015255]"
2000-09-30,mango_mdd,large,2000Q2,110,0.3297822324441055,8.053389220116935,14.523826610974336,"[65.35665590914219, 1.1580223294398286, 110.46730750568996, 4.791079983108418, 623.8029559285134, 15.973663114486966, 23.29947002221128, 0.13450025283341044, 0.35806632074981454, 2.1754183791242143, 31.1835668347555, 68.39740601778674, 126.21793368971026, 16.470992764559075, 23.841791580871107, 29.621967478760794, 1003.457058919824, 346.1814008227253, 115.76048429821716, 20.8935976957161, 488.3007401081356]"
2000-12-31,mango_mdd,large,2000Q3,111,0.40244967983472385,7.021597874560669,7.206394560237755,"[36.604281853602224, 4.607158504983149, 110.31814701097713, 7.583965848677077, 1363.9299266297567, 3.0685154853041605, 27.053313582782078, 0.2582234255953721, 0.2649899129751119, 5.995513758425232, 24.77770260881251, 61.85384598421251, 74.14245675725645, 1.41870752385321, 4.398392717386846, 8.353915542637482, 838.8077221268802, 218.88766407822666, 1881.6597520331632, 6.50405963887849, 872.4994523106038]"
2001-03-31,mango_mdd,large,2000Q4,112,0.6298497219920256,0.9099553748886916,4.644318865166318,"[31.697524660522173, 2.9499572117652475, 116.72935680315625, 38.70274407901009, 392.7992593767321, 22.20680059998987, 0.8351158353724297, 25.44900125401729, 10.34413933011495, 4.937377362948672, 0.40238904585710394, 11.654951602822484, 51.20622413817514, 5.153070550417445, 1.7363851177267133, 17.28883971980878, 289.1911334836351, 233.45564971079233, 1886.4137274528473, 19.230454220211225, 30.187562419257343]"
2001-06-30,mango_mdd,large,2001Q1,113,0.40244967983472385,7.021597874560669,7.206394560237755,"[36.30548672420526, 4.584648834866524, 108.90735222516884, 7.453693462026114, 1357.6544272781866, 3.034385187907741, 26.32899546880874, 0.25479300353559015, 0.2606869804195448, 6.194819605667396, 24.55805053177445, 62.40619514354189, 74.43147183051227, 1.434060027235893, 4.579107187564521, 8.21392954091787, 826.1394817278268, 215.17847102202083, 1875.5788210238827, 6.462226895078405, 865.2038907370671]"
2001-09-30,mango_mdd,large,2001Q2,114,0.8678172523156783,16.1773416527429,7.948798336603271,"[21.749725941479888, 5.441849145815134, 56.169297817280224, 35.24049878246975, 1656.6723531773584, 58.15951818469703, 13.452400232321782, 6.155826597795173, 3.627381075815563, 10.533240592579064, 11.27427817976349, 3.532946306577516, 27.774271093250867, 9.183540852785688, 19.530768031463182, 86.23616348959314, 198.23639969977498, 13.421976878414334, 2646.5242070485183, 24.678197676361624, 278.1790434789097]"
2001-12-31,mango_mdd,large,2001Q3,115,0.9570092515708699,35.45465560826943,12.746113797588896,"[13.563494908100788, 4.006061872770633, 19.514594316325677, 9.916222454685057, 557.3136802920844, 18.644456380245934, 0.5869499893267469, 20.944099757483478, 3.6797710571742073, 2.34671751797734, 3.233050414336776, 4.081655189807205, 86.62466635908953, 130.63524955503584, 40.50633127734584, 103.6035246179581, 240.40973716533406, 69.88388387667271, 1461.3510109224858, 19.961238525951263, 766.7970778526546]"
2002-03-31,mango_mdd,large,2001Q4,116,0.5876187024749281,11.719711840974739,44.266606687859,"[35.304816671489, 6.381003109169995, 105.74221894111874, 23.22267610868804, 1942.110199291826, 10.838557999657784, 12.992159910938197, 11.809846387819048, 5.52694791975715, 3.8290636814292376, 31.994353311527487, 61.89059221073357, 42.03821221888719, 25.971667258912262, 55.407254460939576, 30.365080208508907, 236.3632152775024, 141.46164305342555, 2155.091730512168, 1.3249786896541813, 375.6576424627553]"
2002-06-30,mango_mdd,large,2002Q1,117,0.3297822324441055,8.053389220116935,14.523826610974336,"[64.2099914700512, 1.1221808956186516, 108.21630047269774, 4.511136838424204, 623.6450959599043, 16.156575968892863, 23.680506320483644, 0.13818197676092367, 0.3529526498455033, 2.255691720316983, 29.890313626419193, 69.30878616609056, 135.46822587077205, 16.877788948409897, 26.257555028848817, 29.068777301633776, 1164.3692565127474, 353.724489605084, 113.81025853061581, 20.016257925935996, 473.6677950249558]"
2002-09-30,mango_mdd,large,2002Q2,118,0.3297822324441055,8.053389220116935,14.523826610974336,"[63.966486629358506, 1.1155821079226267, 107.26961968968162, 4.479095635183337, 615.3859182463872, 16.07553707053802, 28.689535184780755, 0.13771935189423226, 0.35157874609830475, 2.2366363000556415, 29.736657451808682, 68.71890600291289, 136.0627625038275, 16.81251281328777, 26.025487148447674, 28.82432004419703, 1177.267948299015, 355.02648337394913, 113.45823057546778, 19.8366044591206, 475.22154271034947]"
2002-12-31,mango_mdd,large,2002Q3,119,0.40244967983472385,7.021597874560669,7.206394560237755,"[35.79310962660826, 4.442514512479505, 107.20388464931536, 7.09625755241393, 1345.3849135444855, 3.0760986975792957, 33.01548430143321, 0.2632003089637449, 0.26100006109504453, 6.101500451115528, 23.603354232538976, 62.04231297792946, 78.99530228412858, 1.4303908468673219, 4.931855603952165, 8.072898769258813, 980.173435354409, 224.0873574545279, 2000.4953539895832, 6.285045072527474, 859.8363967586527]"
2003-03-31,mango_mdd,large,2002Q4,120,0.9713571700484971,18.59610444579591,0.5358044013770605,"[13.299487591107649, 10.245237732246917, 98.09572026046114, 38.629184382647736, 567.4729857435158, 18.753039873584967, 23.579830001748384, 22.421200925919834, 6.183910263302796, 0.31083281856182954, 30.860766599595706, 4.227199649910177, 44.18440162417627, 87.92449019178115, 11.040154660792238, 21.251439537445645, 885.5297914645598, 155.16644729821067, 762.5640007515801, 7.172233975450641, 355.31727617103525]"
2003-06-30,mango_mdd,large,2003Q1,121,0.2639524044204414,7.482501748170954,45.44632374363469,"[1.7408396579939551, 13.031971249323103, 45.362689423001875, 0.45496252983964036, 371.332536271919, 59.53511998655937, 12.588127169718764, 1.9789374041646317, 8.93427971332948, 1.5896376498596918, 8.621172372535703, 3.247224375418974, 43.62477310905798, 111.85196692246558, 52.022621905135104, 75.39156506284844, 333.0729459909874, 22.459148978439522, 2201.3562192465706, 25.394229744341267, 372.0328201467191]"
2003-09-30,mango_mdd,large,2003Q2,122,0.883626494071242,18.5252099136272,3.6815061094230392,"[22.822819459281583, 2.254382759489882, 26.54902493146351, 40.462392357742154, 360.7838378810155, 15.480874432853875, 10.75159298896896, 24.83795214619482, 3.9576098089606138, 11.808012291365143, 22.612257061027226, 7.043523269327793, 3.7830059045459756, 24.597188864790986, 1.9163592696291243, 20.28752714943269, 324.73504063335434, 67.87416270363319, 997.2939530508996, 5.974745038346513, 111.26203007777187]"
2003-12-31,mango_mdd,large,2003Q3,123,0.0637148364049852,25.86561126828276,1.5611340078412945,"[4.616234324828845, 4.653022245094312, 62.36597487663804, 5.144712273696266, 271.15102807556144, 0.624890728460029, 27.20747736208417, 15.067992076826592, 5.100822815497696, 3.488177719690591, 15.758126438451905, 9.329356638809427, 80.1892082641824, 73.55307544143345, 28.439359834550324, 41.87108412016658, 604.0636855439468, 378.4972938863934, 45.91939640521213, 18.408640895382607, 570.7890817633407]"
2004-03-31,mango_mdd,large,2003Q4,124,1.1212327303802074,3.853251410605465,1.7144256264723654,"[16.19252298219751, 5.421876678116936, 57.11711678570443, 15.003424025711757, 1345.2560502762715, 16.280661800567614, 2.325482267544702, 5.465632823194689, 3.219823585492948, 1.3024343132999525, 27.26969811981694, 65.33675591888132, 85.97010330464433, 71.93692750762528, 8.064302877666302, 78.16607570101311, 125.18931637874944, 13.940257256756649, 1178.805461467042, 31.89920243910495, 470.0671326917579]"
2004-06-30,mango_mdd,large,2004Q1,125,0.19324864874317488,5.9654950782504415,5.197527204540211,"[47.65116285491417, 0.2966747175441357, 65.82598392579577, 20.42984578086373, 1061.4073487186947, 36.98414637772424, 5.244218780134242, 24.862588110168012, 8.935876084107484, 3.5093974484916166, 8.30870533125678, 6.326104623504353, 32.360240731668725, 143.49647089188153, 49.77118701238061, 45.88299596637686, 621.4445054004968, 211.8067222515739, 3073.5038570905817, 3.22261959542942, 100.82155600226962]"
2004-09-30,mango_mdd,large,2004Q2,126,0.8427717305551452,25.124177787855885,30.035676217638624,"[18.05774969851099, 9.2362751646932, 33.394963594788045, 11.789313174545658, 144.3927527736757, 58.07393185971314, 29.979352560086628, 1.3594102633141312, 2.20555565078194, 1.904099708124031, 21.489159769238622, 72.08609087857126, 58.01145991170803, 17.16156399474718, 5.243480146755197, 28.311606104248007, 69.39498470004652, 196.30024654945066, 1886.0459329397002, 22.363796553576506, 796.7978254743124]"
