forecast_origin,strategy,model_size,last_quarter,n_obs,lambda,theta,miu
2012-09-30,mango_rmse,small,2012Q2,232,3.960692886974651,32.67674716707829,8.822207845024716
2012-12-31,mango_rmse,small,2012Q3,233,0.007422395616952791,38.15873098726768,20.81609167206938
2013-03-31,mango_rmse,small,2012Q4,234,2.0535575894358202,45.03907347879117,46.33881849859133
2013-06-30,mango_rmse,small,2013Q1,235,1.2801813436651888,10.821238478150798,22.97553026454958
2013-09-30,mango_rmse,small,2013Q2,236,1.508069359083951,17.12311328291565,12.976390870918905
2013-12-31,mango_rmse,small,2013Q3,237,1.62465264441012,19.776371702038215,13.436402295891632
2014-03-31,mango_rmse,small,2013Q4,238,2.575401903532735,48.26469045444346,4.660810942136206
2014-06-30,mango_rmse,small,2014Q1,239,4.820964497101494,12.953974731142921,7.009862758990511
2014-09-30,mango_rmse,small,2014Q2,240,0.0166700045821366,26.291333032998555,17.85323007095279
2014-12-31,mango_rmse,small,2014Q3,241,3.1185401177528345,30.552890819106885,4.583436076243697
2015-03-31,mango_rmse,small,2014Q4,242,0.01619412092108901,4.808153808682011,11.500795263518576
2015-06-30,mango_rmse,small,2015Q1,243,0.035747885218668014,40.802567652574986,27.928326244085582
2015-09-30,mango_rmse,small,2015Q2,244,0.01848010098739063,27.30729730819234,49.96919085940712
2015-12-31,mango_rmse,small,2015Q3,245,0.019397972162763486,16.64540740184376,49.88737301683899
2016-03-31,mango_rmse,small,2015Q4,246,4.977812600811589,38.82055190674251,47.883397343408106
2016-06-30,mango_rmse,small,2016Q1,247,4.969665775727692,36.059550481788634,48.792428496567794
2016-09-30,mango_rmse,small,2016Q2,248,0.0050815961099576505,21.26426756021652,33.96882191660117
2016-12-31,mango_rmse,small,2016Q3,249,0.003922609679795102,35.12090013871804,49.415931871292884
2017-03-31,mango_rmse,small,2016Q4,250,0.00470801476426848,16.946818049927703,26.686281321689442
2017-06-30,mango_rmse,small,2017Q1,251,4.999221439760763,49.84099249363262,46.43538204491643
2017-09-30,mango_rmse,small,2017Q2,252,4.7122797335811555,40.25859383587818,1.7238013439899056
2017-12-31,mango_rmse,small,2017Q3,253,0.20230686537762718,30.132283630005393,31.932373367983008
2018-03-31,mango_rmse,small,2017Q4,254,0.12045784784474406,32.418736162286464,18.43056730302508
2018-06-30,mango_rmse,small,2018Q1,255,0.03535717394982382,20.35813335346785,11.972735146517662
2018-09-30,mango_rmse,small,2018Q2,256,0.034513554646849284,49.93738302569903,7.080179314184258
2018-12-31,mango_rmse,small,2018Q3,257,0.27309481157229254,4.280851804331444,0.039167522110850554
2019-03-31,mango_rmse,small,2018Q4,258,0.18379153090282455,14.212000059407268,0.10297905775538382
2019-06-30,mango_rmse,small,2019Q1,259,0.13889193901833125,24.88412263476632,1.0688466245723856
2019-09-30,mango_rmse,small,2019Q2,260,3.4337208807899975,32.41552025525364,0.19873109607054756
2019-12-31,mango_rmse,small,2019Q3,261,0.021732764771056103,37.35561557465731,5.397061673800468
